name,city,rating,rating_count,cost,cuisine,city_cleaned
Chhabda's Urban Tadka,Aurangabad,4.4,50,500,"North Indian,Punjabi",Aurangabad
Noopur,Aurangabad,4.0,50,300,"Indian,Punjabi",Aurangabad
Kareem's,Aurangabad,4.0,100,280,"Indian,Mughlai",Aurangabad
Chinese Corner Nirala Bazar,Aurangabad,4.2,100,200,Chinese,Aurangabad
Smokin' Joe's,Aurangabad,3.8,100,250,American,Aurangabad
Mewad Restaurant,Aurangabad,4.1,100,250,Indian,Aurangabad
Yumwich,Aurangabad,4.3,50,200,"Beverages,Salads",Aurangabad
Om Sai Restaurant,Aurangabad,4.1,100,150,"South Indian,Chinese",Aurangabad
Aaswad Pure Veg,Aurangabad,4.1,50,150,"North Indian,Chinese",Aurangabad
MOP- Mad Over Pizza,Aurangabad,3.3,100,150,"Pizzas,Burgers",Aurangabad
Hotel Maithili,Aurangabad,4.0,100,300,"North Indian,Maharashtrian",Aurangabad
Kohinoor Plaza,Aurangabad,3.9,100,350,"Indian,North Indian",Aurangabad
Makhni Brothers,Aurangabad,3.5,100,350,"North Indian,Kebabs",Aurangabad
Veggie Paaji Pizza,Aurangabad,3.5,50,200,"Pizzas,Italian",Aurangabad
Hotel Rana,Aurangabad,4.0,100,500,"Chinese,Maharashtrian",Aurangabad
Devpriya Veg Restaurant,Aurangabad,4.3,50,300,"North Indian,Snacks",Aurangabad
Pulav,Aurangabad,4.1,50,200,"Rajasthani,Maharashtrian",Aurangabad
Renu's Poli Bhaji Kendra,Aurangabad,4.2,100,200,Maharashtrian,Aurangabad
Nishant Park,Aurangabad,4.3,50,250,"North Indian,Chinese",Aurangabad
VIP Maratha,Aurangabad,3.8,50,200,"Maharashtrian,North Indian",Aurangabad
GREAT KABAB JUNCTION,Aurangabad,3.6,100,200,"Chinese,Kebabs",Aurangabad
Naaz Restaurant,Aurangabad,3.8,50,250,"North Indian,Chinese",Aurangabad
Sansar Restaurant,Aurangabad_bihar,2.3,50,100,Biryani,Aurangabad_bihar
Annapurna Sweets,Aurangabad_bihar,3.6,100,200,"Sweets,Snacks",Aurangabad_bihar
Bawarchi The Restaurant,Aurangabad_bihar,2.8,50,250,"Chinese,Indian",Aurangabad_bihar
Zaika Restaurant,Aurangabad_bihar,3.6,100,300,"Indian,Snacks",Aurangabad_bihar
Swad Restaurant Hotel Sky view,Aurangabad_bihar,3.8,100,500,"Chinese,Indian",Aurangabad_bihar
Hotel Saraswati Inn (Ice-Cube Restaurant),Aurangabad_bihar,4.0,50,300,"Indian,Chinese",Aurangabad_bihar
Ram's Pizza & Burger,Aurangabad_bihar,3.7,50,200,"Italian,Chinese",Aurangabad_bihar
Mrignainy Restaurant,Aurangabad_bihar,3.7,50,300,"Indian,Chinese",Aurangabad_bihar
Harsha Kitchen,Aurangabad_bihar,4.0,100,250,"North Indian,Chinese",Aurangabad_bihar
Biryani House,Aurangabad_bihar,3.0,50,200,Indian,Aurangabad_bihar
La Pino'z Pizza,Azamgarh,3.8,500,250,Pizzas,Azamgarh
Mahaveer Restaurant,Azamgarh,3.9,100,200,"Indian,South Indian",Azamgarh
Moti Mahal Delux,Azamgarh,3.8,100,250,"North Indian,Desserts",Azamgarh
Zaika Biryani,Azamgarh,3.2,50,200,"Biryani,Mughlai",Azamgarh
Vishal Momos & Roll Corner,Azamgarh,4.1,100,100,"Chaat,Desserts",Azamgarh
Plating Perfect - A Fine Dine Luxary,Azamgarh,3.5,50,250,"North Indian,South Indian",Azamgarh
Hotel Maharaja & Lucknawi Darbar Restaurant,Azamgarh,3.7,500,250,"North Indian,Mughlai",Azamgarh
Hotel Green Palace,Azamgarh,3.8,100,200,"North Indian,Thalis",Azamgarh
Maharaja Thali Express,Azamgarh,3.8,100,200,"Indian,North Indian",Azamgarh
Grill 2 Chill Cafe Lounge Restaurant,Azamgarh,3.3,50,150,"Italian-American,Chinese",Azamgarh
New Famous Bakery,Azamgarh,3.7,50,250,Bakery,Azamgarh
Ujala Restaurant,Azamgarh,3.5,100,200,"North Indian,Chinese",Azamgarh
Hotel Deep Continental,Azamgarh,3.6,100,250,"North Indian,South Indian",Azamgarh
New Pizza Samrat,Azamgarh,4.3,100,150,"Italian-American,Snacks",Azamgarh
Hotel Golden Fortune,Azamgarh,3.5,100,300,"North Indian,Chinese",Azamgarh
Food & Flavour,Azamgarh,3.6,100,250,"North Indian,Combo",Azamgarh
Pizza King,Azamgarh,4.2,100,200,"Italian-American,Combo",Azamgarh
Go69 Pizza,Azamgarh,3.5,50,200,"Italian-American,Combo",Azamgarh
Shri Sai Hotel & Restaurant,Azamgarh,3.5,50,200,"South Indian,North Indian",Azamgarh
Diwan E Khas -Tarun INN,Azamgarh,3.6,50,200,"North Indian,Snacks",Azamgarh
Hotel Grand S.R,Azamgarh,3.7,100,150,"North Indian,Chinese",Azamgarh
The Old Kalika Hotel [Since 1964],Azamgarh,2.8,100,200,"North Indian,Chinese",Azamgarh
La Pino'z Pizza,Baddi,4.0,100,300,"Pizzas,Pastas",Baddi
Ananda Bhavan,Baddi,4.2,50,200,South Indian,Baddi
Pizza Point & Tandoori Hub,Baddi,3.0,100,250,Italian,Baddi
Delhi Junction,Baddi,3.0,100,200,North Indian,Baddi
Dawat Resturant,Baddi,3.9,50,400,"North Indian,Chinese",Baddi
New Vijay Dhaba,Baddi,4.0,100,200,North Indian,Baddi
Mohan Murge Wala,Baddi,3.5,50,250,"Chinese,North Indian",Baddi
Deep Sweets & Restaurant,Baddi,3.9,100,350,"Chinese,North Indian",Baddi
Same Place,Bagalkot,3.9,50,250,"South Indian,North Indian",Bagalkot
VSR Andhra Restaurant(Navnagar),Bagalkot,3.9,50,200,Indian,Bagalkot
Dada Haji Biryani,Bagdogra,3.7,100,300,"Biryani,Snacks",Bagdogra
Citi Dhaba,Bagdogra,4.1,50,400,"Chinese,Continental",Bagdogra
Coffee 99,Bagdogra,4.3,100,300,"Beverages,Desserts",Bagdogra
A1-Haji Biryani,Bagdogra,3.1,100,200,"Biryani,Indian",Bagdogra
Kolkata Fast Food,Bagdogra,3.9,100,150,"Chinese,Indian",Bagdogra
Haji Biryani,Bagdogra,3.6,100,200,"Biryani,Indian",Bagdogra
Hotel Suruchi,Bagdogra,4.0,100,200,"North Indian,Chinese",Bagdogra
Keventers - Milkshakes and Desserts,Bagdogra,4.4,100,300,"Beverages,Ice Cream",Bagdogra
Starbucks Coffee,Bagdogra,4.3,100,400,"Beverages,Ice Cream",Bagdogra
Subway,Bagdogra,3.9,50,350,"Healthy Food,Salads",Bagdogra
Skkky  Club,Bagdogra,3.6,50,1000,"North Indian,Chinese",Bagdogra
Masala Twist,Bagdogra,4.0,50,250,"Indian,Biryani",Bagdogra
The Fries Factory,Bagdogra,3.9,50,250,"Pizzas,Beverages",Bagdogra
Zaika Biryani House,Bagdogra,4.1,100,300,"Biryani,Tandoor",Bagdogra
La Pino'z Pizza,Bahadurgarh,4.0,100,250,"Pizzas,Italian",Bahadurgarh
Kwality Walls Frozen Dessert and Ice Cream Shop,Bahadurgarh,4.6,100,300,Ice Cream,Bahadurgarh
Subway,Bahadurgarh,4.2,50,350,"Fast Food,Healthy Food",Bahadurgarh
UBQ by Barbeque Nation,Bahadurgarh,3.9,100,300,"North Indian,Barbecue",Bahadurgarh
Barbeque Nation,Bahadurgarh,3.7,50,600,"North Indian,Barbecue",Bahadurgarh
The Belgian Waffle Co.,Bahadurgarh,4.3,50,200,"Desserts,Beverages",Bahadurgarh
Burger King,Bahadurgarh,4.2,1000,350,American,Bahadurgarh
Roll Express (Urban Estate),Bahadurgarh,3.8,50,200,American,Bahadurgarh
Uttam's Buffet & Restaurant,Bahadurgarh,3.8,50,300,"North Indian,Chinese",Bahadurgarh
Malhotra Sweets,Bahadurgarh,4.1,100,250,"Sweets,Snacks",Bahadurgarh
Henry Veg Snacker,Bahadurgarh,3.7,50,200,Fast Food,Bahadurgarh
Charan Juice & Confectionery,Bahadurgarh,4.5,100,200,"Beverages,Juices",Bahadurgarh
Sadhu Ram Kachori Wale Since 1965,Bahadurgarh,4.0,100,100,"North Indian,Snacks",Bahadurgarh
Neelgiri food and tiffen services.,Bahadurgarh,4.1,500,200,North Indian,Bahadurgarh
The Temple Run,Bahadurgarh,3.8,50,250,Desserts,Bahadurgarh
Shiv parotha,Bahadurgarh,4.3,50,150,Indian,Bahadurgarh
SNACKERS PATIALA WAVES,Bahadurgarh,3.0,50,150,Indian,Bahadurgarh
Gagz Food Point,Bahadurgarh,3.8,500,200,"Fast Food,Chinese",Bahadurgarh
Jaggi Sweets,Bahadurgarh,4.1,100,250,"North Indian,Tandoor",Bahadurgarh
JAGGI's,Bahadurgarh,3.9,500,250,"Chinese,Continental",Bahadurgarh
Lucky Snacks & Champ Point,Bahadurgarh,3.5,100,150,"North Indian,Chinese",Bahadurgarh
ROLLS NATION,Bahadurgarh,3.6,500,200,Snacks,Bahadurgarh
Kohli Patiala Shahi Chaap,Bahadurgarh,3.6,50,250,Fast Food,Bahadurgarh
Burger House,Bahadurgarh,4.1,50,200,"American,Italian",Bahadurgarh
Old Madrasi Dosa,Bahadurgarh,4.1,100,150,South Indian,Bahadurgarh
Mohan Murge Wala (Sai Market),Bahadurgarh,4.0,500,350,North Indian,Bahadurgarh
Asli Madrasi Dosa,Bahadurgarh,4.2,100,150,South Indian,Bahadurgarh
Apna Dhaba,Bahadurgarh,3.7,500,300,"North Indian,Tandoor",Bahadurgarh
Hungry Point,Bahadurgarh,3.7,100,250,"Pizzas,Italian",Bahadurgarh
Patiala Shahi Lassi,Bahadurgarh,4.3,50,100,"Beverages,Desserts",Bahadurgarh
Wah Ji Wah,Bahadurgarh,3.8,50,250,"North Indian,Tandoor",Bahadurgarh
Baskin Robbins,Bahadurgarh,4.5,50,200,Desserts,Bahadurgarh
Sheetal Restaurant,Bahadurgarh,3.8,100,250,"North Indian,Chinese",Bahadurgarh
New Sheetal Restaurant,Bahadurgarh,3.8,100,250,"North Indian,Chinese",Bahadurgarh
KSahni (Tripuri),Bahadurgarh,4.0,100,250,"Italian,Chinese",Bahadurgarh
The Patiala Club,Bahadurgarh,4.0,100,350,"North Indian,Tandoor",Bahadurgarh
Maini's Inc.,Bahadurgarh,4.1,50,500,"North Indian,Salads",Bahadurgarh
Nagpal Dhaba,Bahadurgarh,3.7,100,300,"North Indian,Chinese",Bahadurgarh
UK Caterers,Bahadurgarh,4.1,100,500,"North Indian,Salads",Bahadurgarh
Nagpal Restaurant Since 1999,Bahadurgarh,4.0,500,250,"North Indian,Chinese",Bahadurgarh
Giani's,Bahadurgarh,3.8,50,350,"Beverages,Desserts",Bahadurgarh
Burger Bite,Bahadurgarh,3.4,100,250,"American,Chinese",Bahadurgarh
Pizza Khalo,Bahraich,3.8,500,150,"Pizzas,Beverages",Bahraich
Pizza Plaza,Bahraich,3.4,500,200,"Italian,Chinese",Bahraich
Aashirwad Family Restaurant,Bahraich,3.9,1000,200,"Chinese,South Indian",Bahraich
Go69 Pizza,Bahraich,3.5,100,200,"Pizzas,Italian",Bahraich
Pizza Shack Restaurant,Bahraich,3.8,100,200,"Beverages,Chinese",Bahraich
Sardarji Ice Cream Parlour - Enjoy,Bahraich,4.1,50,100,Desserts,Bahraich
Grill Inn,Bahraich,4.0,50,250,"Italian,Continental",Bahraich
Shankar Cake World,Bahraich,3.9,50,200,Bakery,Bahraich
Sanjha Chulha,Bahraich,3.7,100,250,"North Indian,Chinese",Bahraich
Goli Vada Pav No.1,Bahraich,4.0,50,100,"Maharashtrian,North Indian",Bahraich
A LOTUS The Food Plaza,Bahraich,3.7,100,250,"North Indian,Chinese",Bahraich
NARAYAN  HOTEL,Bahraich,3.8,100,200,North Indian,Bahraich
Rane Da Dhaba,Bahraich,3.8,100,200,North Indian,Bahraich
Mr. Pizza & Cafe,Bahraich,4.0,100,200,"Biryani,Ice Cream",Bahraich
Tadka,Bahraich,3.2,100,200,"Desserts,Indian",Bahraich
URBAN ANGEETHI,Bahraich,2.5,50,250,"Indian,Chinese",Bahraich
The Queens Cloud Restaurant,Bahraich,3.3,50,150,"North Indian,Beverages",Bahraich
Albaik Chicken Corner,Bahraich,2.4,50,200,"Fast Food,Burgers",Bahraich
New Pakwan Fast Food,Balangir,3.8,100,150,Chinese,Balangir
Bakery Zone,Balangir,3.4,50,200,"Bakery,Chinese",Balangir
The Golden Spoon,Balangir,3.3,50,200,"Indian,Chinese",Balangir
Orange Restaurant,Balangir,3.7,100,200,"Chinese,North Indian",Balangir
Hotel Bhammar,Balangir,3.5,100,250,"North Indian,Chinese",Balangir
T And D fast Food,Balangir,3.9,100,250,"Chinese,Fast Food",Balangir
Downtown Restaurant,Balangir,4.0,100,250,"Indian,Seafood",Balangir
Tasty Blossom Restaurant,Balangir,3.7,100,200,"Chinese,Indian",Balangir
Hotel Celebration,Balangir,4.1,50,300,"North Indian,Chinese",Balangir
Pepperoni Restaurant,Balangir,3.7,100,250,"Indian,Biryani",Balangir
Jungle Cafe,Balangir,3.3,50,200,"Fast Food,Pizzas",Balangir
Mio  Amore,Balasore,4.2,100,150,"Desserts,Bakery",Balasore
Nana Hotel,Balasore,3.4,1000,150,Indian,Balasore
Domino's Pizza,Balasore,4.7,50,400,Pizzas,Balasore
Peturam,Balasore,3.6,100,200,"Chinese,Indian",Balasore
Dalchini Restaurant,Balasore,3.8,100,200,"North Indian,Chinese",Balasore
The Asmita Biryani Hub,Balasore,3.0,100,200,"Biryani,Chinese",Balasore
Swayamprava hotel & Restaurant,Balasore,3.9,100,200,"Biryani,South Indian",Balasore
Saroj Fast Food Centere,Balasore,3.3,50,150,Fast Food,Balasore
Raita Restaurant,Balasore,3.9,50,200,"Chinese,Indian",Balasore
Bonfire Barbeque,Balasore,3.3,100,200,"Chinese,Indian",Balasore
Yum Chinese,Balasore,4.2,100,200,"Chinese,Indian",Balasore
By The Way Restaurant,Balasore,3.6,100,200,"Chinese,Indian",Balasore
Khusi Family Restaurant,Balasore,3.3,100,200,"Indian,Biryani",Balasore
Stairway To Paradise,Balasore,3.8,100,200,"Biryani,North Indian",Balasore
WOW PIZZZA,Balasore,3.5,50,200,"Pizzas,Fast Food",Balasore
Chai Sutta Bar,Balasore,4.1,100,200,"Beverages,Pizzas",Balasore
HOTEL DELICIOUS,Balasore,3.5,100,500,Indian,Balasore
The Barbeque,Balasore,3.5,50,200,"North Indian,Indian",Balasore
Biryani Adda,Balasore,1.6,100,200,Biryani,Balasore
Jhadeswar Restaurant,Balasore,1.8,50,200,"North Indian,Chinese",Balasore
The Mumma's Home Kitchen,Balasore,3.1,50,200,"Snacks,Indian",Balasore
Lassi Shop,Ballari,3.3,100,200,Desserts,Ballari
Pizza Hut,Ballari,3.3,100,350,Pizzas,Ballari
Hotel Rameswari,Ballari,3.9,50,200,"Chinese,Hyderabadi",Ballari
G S Hotel,Ballari,3.8,50,300,"North Indian,South Indian",Ballari
Domino's Pizza,Ballari,4.1,50,400,Pizzas,Ballari
KFC,Ballari,3.8,100,400,"American,Snacks",Ballari
Davangere Benne Dosa 2,Ballari,4.0,100,100,South Indian,Ballari
The Hot Bread,Ballari,4.0,500,300,"North Indian,Chinese",Ballari
Renuka kitchen,Ballari,3.6,100,100,"South Indian,North Indian",Ballari
Nakshatra Hotel,Ballari,3.7,50,250,"South Indian,Chinese",Ballari
Winni Cakes & More,Ballari,3.4,50,399,"Bakery,Snacks",Ballari
Hotel Bala Regency,Ballari,4.0,100,350,"South Indian,North Indian",Ballari
Mahadev Sweet Home,Ballari,3.8,50,150,Beverages,Ballari
New Chola's Restaurant,Ballari,3.6,100,300,"North Indian,South Indian",Ballari
Punjabi Paratha,Ballari,4.3,50,150,North Indian,Ballari
ROCK GARDENS,Ballari,3.8,50,200,"South Indian,North Indian",Ballari
Pola OASIS Non veg,Ballari,3.9,50,300,"South Indian,North Indian",Ballari
Roll Planet ( Moka Road),Ballari,3.5,50,300,"Continental,Italian",Ballari
Biriyani Factory,Ballari,3.7,100,400,"North Indian,South Indian",Ballari
Roll Planet,Ballari,3.8,100,200,Snacks,Ballari
The Grand Fortune,Ballari,3.6,100,200,"South Indian,North Indian",Ballari
Aditi Bangarpet chats,Ballari,3.5,50,150,Chaat,Ballari
Amma  food court,Ballari,3.6,50,300,"Chinese,South Indian",Ballari
Pizza House,Ballari,3.9,50,150,"South Indian,Chinese",Ballari
KA 34 Biryani Zone,Ballari,3.6,50,250,"Hyderabadi,North Indian",Ballari
Hotel Nisaraga,Ballari,3.8,100,350,"South Indian,North Indian",Ballari
Anushree Multi Cuisine,Ballari,4.3,100,200,"Chinese,South Indian",Ballari
New Pizza khalo,Balrampur,3.3,100,150,Chinese,Balrampur
Ram Mishthan Bhandar,Balrampur,4.3,50,150,"Sweets,Snacks",Balrampur
Go 69 Pizza & Restaurant,Balrampur,2.9,100,150,Italian,Balrampur
Satyam Restaurant,Balrampur,3.5,50,220,"North Indian,South Indian",Balrampur
Taste Of Tongue,Balrampur,3.7,100,200,"Chinese,North Indian",Balrampur
Tamasha Relive The Moment,Balrampur,4.0,50,200,"Italian,Snacks",Balrampur
Family Dhaba,Balrampur,3.8,100,200,"North Indian,Chinese",Balrampur
Jai Palace - Zayka Resaturant,Balrampur,3.4,50,250,North Indian,Balrampur
Annapurna Restaurent - Hotel Aaditya Inn,Balrampur,3.8,100,300,"Chinese,North Indian",Balrampur
Foodies Love,Balrampur,2.9,100,150,"Chinese,North Indian",Balrampur
Kwality Walls Frozen Dessert and Ice Cream Shop,Balurghat,4.8,100,300,Ice Cream,Balurghat
Swad Restaurant Cum Hotel,Balurghat,3.2,50,200,"Chinese,Biryani",Balurghat
Cafe Biryani,Balurghat,3.9,100,200,"Biryani,Snacks",Balurghat
King Pizza Corner,Balurghat,4.3,50,200,"Italian,American",Balurghat
Pizza Castle Cafe,Balurghat,3.4,50,200,"Italian,American",Balurghat
Mr. & Mrs.Idly,Balurghat,4.4,50,250,"South Indian,Chinese",Balurghat
U & Me Pure Veg Restaurant,Balurghat,4.3,50,300,"South Indian,Chinese",Balurghat
Disha Restaurant,Balurghat,3.9,50,100,Chinese,Balurghat
Aap Ki Pasand,Balurghat,3.1,50,200,"Biryani,North Indian",Balurghat
Cloud Kitchen,Balurghat,4.2,50,350,"Biryani,Chinese",Balurghat
NIRMAL BRIJ RESTAURANT,Banda,3.7,100,400,"North Indian,South Indian",Banda
HIDE OUT PIZZA FAMILY RESTAURANT,Banda,3.7,50,300,Italian,Banda
PIZZA HOT FAMILY RESTAURANT,Banda,4.0,100,300,"Pizzas,Chinese",Banda
PIZZA HOT,Banda,4.0,100,300,Italian,Banda
Pizza Hub And Burger Fast Food Family Restaurent,Banda,3.2,50,300,Italian,Banda
Bharat Imperial,Banda,3.6,50,400,North Indian,Banda
BANDA BAWAARCHEE,Banda,3.5,50,400,"North Indian,Chinese",Banda
Kanti Sweets,"Yeshwanthpur,Bangalore",4.3,100,150,Sweets,Bangalore
Cafe Coffee Day,"Yeshwanthpur,Bangalore",4.1,50,300,"Beverages,Snacks",Bangalore
The Dessert Zone,"Yeshwanthpur,Bangalore",4.0,50,200,"Bakery,Desserts",Bangalore
7 star Ambur Dum Biriyani,"Yeshwanthpur,Bangalore",3.6,100,250,Biryani,Bangalore
Athiti Grand,"Yeshwanthpur,Bangalore",4.0,50,200,"Indian,North Indian",Bangalore
Malgudi's Donne Biriyani.,"Yeshwanthpur,Bangalore",4.2,500,300,Biryani,Bangalore
Canteen Central by Eatfit,"Yeshwanthpur,Bangalore",4.1,50,350,"Pizzas,American",Bangalore
Bhavani Vada Pav,"Yeshwanthpur,Bangalore",3.8,50,100,"Maharashtrian,Snacks",Bangalore
Hotel Aasare,"Yeshwanthpur,Bangalore",4.3,500,300,"Biryani,South Indian",Bangalore
Domino's Pizza,"Yeshwanthpur,Bangalore",4.4,500,400,Pizzas,Bangalore
Jay Jaganath Bengali Mess,"Yeshwanthpur,Bangalore",3.7,50,280,North Indian,Bangalore
Priyadarshini Veg,"Yeshwanthpur,Bangalore",4.4,1000,150,"North Indian,South Indian",Bangalore
Dakshin Delicacy,"Yeshwanthpur,Bangalore",4.4,100,300,"South Indian,North Indian",Bangalore
BOX8 - Desi Meals,"Yeshwanthpur,Bangalore",3.9,500,250,"North Indian,Biryani",Bangalore
Calicut Restaurant,"Yeshwanthpur,Bangalore",4.1,500,250,"Kerala,South Indian",Bangalore
COFFEE SANTHE,"Yeshwanthpur,Bangalore",4.3,50,100,South Indian,Bangalore
Appaji Mane,"Yeshwanthpur,Bangalore",3.9,100,300,South Indian,Bangalore
EatFit,"Yeshwanthpur,Bangalore",3.9,500,270,"Healthy Food,Pizzas",Bangalore
D-Zaprino,"Yeshwanthpur,Bangalore",3.7,50,300,"American,Italian",Bangalore
AJJI PORK HOTEL,"Yeshwanthpur,Bangalore",3.9,100,300,"Chinese,South Indian",Bangalore
Aastha Bengali Mess,"Yeshwanthpur,Bangalore",4.2,50,200,"Indian,Snacks",Bangalore
Garden KABAB CORNER,"Yeshwanthpur,Bangalore",3.9,100,180,"Beverages,Mughlai",Bangalore
Brahmins' Thatte Idli,"Yeshwanthpur,Bangalore",4.4,500,150,South Indian,Bangalore
COMBOS JUMBOS MUMBOS,"Yeshwanthpur,Bangalore",2.7,50,200,"Chinese,North Indian",Bangalore
Kadak Biryani and Grills,"Yeshwanthpur,Bangalore",3.8,100,350,"Biryani,Seafood",Bangalore
Kaati Zone Rolls & Wraps,"Yeshwanthpur,Bangalore",4.2,500,150,"Beverages,Bengali",Bangalore
RICH GRILLS RESTAURANT,"Yeshwanthpur,Bangalore",4.2,50,400,"North Indian,Chinese",Bangalore
New Udupi Grand,"Yeshwanthpur,Bangalore",4.0,500,200,"South Indian,North Indian",Bangalore
Cupcake Bliss Cakes & Desserts,"Yeshwanthpur,Bangalore",3.9,100,200,"Bakery,Desserts",Bangalore
Q3 food corner,"Yeshwanthpur,Bangalore",3.8,50,200,North Indian,Bangalore
Aligarh House by EatFit,"Yeshwanthpur,Bangalore",4.0,100,400,"Biryani,Mughlai",Bangalore
WarmOven Cakes & Desserts,"Yeshwanthpur,Bangalore",4.1,100,200,"Bakery,Desserts",Bangalore
Indiana Burgers,"Yeshwanthpur,Bangalore",4.4,100,150,"American,Beverages",Bangalore
UDUPI RUCHI GRAND,"Yeshwanthpur,Bangalore",4.2,500,200,"South Indian,Chinese",Bangalore
Jai Mataji Farsan and Sweets,"Yeshwanthpur,Bangalore",4.3,50,200,"Sweets,Snacks",Bangalore
New Agarwal Bhavan,"Yeshwanthpur,Bangalore",4.2,100,500,"South Indian,North Indian",Bangalore
Naaan VEG OOTADA MANE,"Yeshwanthpur,Bangalore",2.4,50,300,"North Indian,Chinese",Bangalore
Rolls Kitchen,"Yeshwanthpur,Bangalore",4.1,100,250,Fast Food,Bangalore
Thalassery Restaurant,"Yeshwanthpur,Bangalore",3.9,1000,300,"South Indian,Arabian",Bangalore
Paratha Box by EatFit,"Yeshwanthpur,Bangalore",4.1,50,250,"North Indian,Punjabi",Bangalore
KFC,"Yeshwanthpur,Bangalore",4.2,100,400,"American,Snacks",Bangalore
New Punjabi Veg Restaurant,"Yeshwanthpur,Bangalore",3.4,50,150,"Chinese,North Indian",Bangalore
Kwality Walls Frozen Dessert and Ice Cream Shop,"Yeshwanthpur,Bangalore",4.5,50,300,Ice Cream,Bangalore
Breakfast Express,"Yeshwanthpur,Bangalore",4.1,100,200,"Continental,North Indian",Bangalore
PAPA ROLLS,"Yeshwanthpur,Bangalore",2.1,50,150,"North Indian,Chinese",Bangalore
Maria Restaurant,"Geddalahalli,Bangalore",4.2,50,300,"Beverages,Biryani",Bangalore
SLAY Coffee,"Geddalahalli,Bangalore",4.6,100,200,"Beverages,Desserts",Bangalore
Calcutta victoria chat house,"Geddalahalli,Bangalore",3.6,100,200,"Chaat,North Indian",Bangalore
Thalassery Restaurant,"Geddalahalli,Bangalore",4.1,500,300,"South Indian,Arabian",Bangalore
Nandhana Palace,"Geddalahalli,Bangalore",4.2,500,500,Andhra,Bangalore
19 Galli Foods,"Geddalahalli,Bangalore",4.3,50,150,"South Indian,Chinese",Bangalore
New Krishna Sagar Fast Food,"Geddalahalli,Bangalore",4.1,500,500,"Chinese,South Indian",Bangalore
BOX8 - Desi Meals,"Geddalahalli,Bangalore",3.9,100,250,"North Indian,Biryani",Bangalore
Chikpet Donne Biriyani House,"Geddalahalli,Bangalore",3.9,100,300,Biryani,Bangalore
Anand Sweets and Savouries,"Geddalahalli,Bangalore",4.4,100,150,"Sweets,North Indian",Bangalore
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Geddalahalli,Bangalore",4.3,50,250,"Beverages,Desserts",Bangalore
K C Das Thanisandra,"Geddalahalli,Bangalore",3.9,100,150,"Indian,Sweets",Bangalore
Udupi Sannidhi Grand,"Geddalahalli,Bangalore",3.9,500,200,South Indian,Bangalore
PANDIT CHAT HOUSE,"Geddalahalli,Bangalore",3.4,50,200,"Indian,Snacks",Bangalore
Polar Bear,"Geddalahalli,Bangalore",4.4,100,250,"Ice Cream,Desserts",Bangalore
Zomoz - The Momo Company,"Geddalahalli,Bangalore",4.3,50,250,"Tibetan,Chinese",Bangalore
MALLIKA DONNE BIRIYANI,"Geddalahalli,Bangalore",3.7,50,350,Indian,Bangalore
Udupi vaibhav,"Geddalahalli,Bangalore",4.3,1000,180,Indian,Bangalore
Madras Meal Company,"Geddalahalli,Bangalore",4.2,50,250,"South Indian,Chettinad",Bangalore
WarmOven Cakes & Desserts,"Geddalahalli,Bangalore",3.9,50,200,"Bakery,Desserts",Bangalore
Kaati Zone Rolls & Wraps,"Geddalahalli,Bangalore",4.2,50,150,Beverages,Bangalore
Domino's Pizza,"Geddalahalli,Bangalore",3.9,500,400,Pizzas,Bangalore
Pizza Hut,"Geddalahalli,Bangalore",3.7,100,350,Pizzas,Bangalore
Dream Land Food Corner,"Geddalahalli,Bangalore",3.8,100,250,"Chinese,Juices",Bangalore
Krishna Jodhpur Sweets,"Geddalahalli,Bangalore",4.0,50,100,"Snacks,Sweets",Bangalore
Biryani Trip,"Geddalahalli,Bangalore",4.4,50,400,"Biryani,Hyderabadi",Bangalore
Paratha Envy,"Geddalahalli,Bangalore",4.3,50,249,North Indian,Bangalore
"Just Bake - Bakery, Desserts, Cakes & Confectioners","Geddalahalli,Bangalore",4.1,50,150,"Bakery,Desserts",Bangalore
Oven Story Pizza,"Geddalahalli,Bangalore",3.9,100,400,Pizzas,Bangalore
Behrouz Biryani,"Geddalahalli,Bangalore",4.2,100,500,"Biryani,Mughlai",Bangalore
Koel's Pizzeria,"Geddalahalli,Bangalore",4.3,100,250,"Pizzas,Italian",Bangalore
Faasos - Wraps & Rolls,"Geddalahalli,Bangalore",4.0,100,200,"Fast Food,Snacks",Bangalore
Oye Hoye (100% Veg),"Geddalahalli,Bangalore",4.4,500,200,"Punjabi,North Indian",Bangalore
Donne Biryani @Traffic Jam,"Geddalahalli,Bangalore",4.2,100,400,Biryani,Bangalore
SHUBHA SAGAR,"Geddalahalli,Bangalore",4.2,100,250,"Chinese,South Indian",Bangalore
Goli Vada Pav,"Geddalahalli,Bangalore",4.2,50,100,"Maharashtrian,North Indian",Bangalore
Bangarpet  Chats,"Geddalahalli,Bangalore",4.1,100,120,Chaat,Bangalore
Taawoon Restaurant,"Geddalahalli,Bangalore",4.1,100,750,"Arabian,Biryani",Bangalore
Potful - Claypot Biryanis,"Geddalahalli,Bangalore",4.1,100,500,"Biryani,Kebabs",Bangalore
LunchBox - Meals and Thalis,"Geddalahalli,Bangalore",4.0,100,200,"North Indian,Punjabi",Bangalore
Sweet Truth - Cake and Desserts,"Geddalahalli,Bangalore",4.2,50,450,"Ice Cream,Bakery",Bangalore
