name,city,rating,rating_count,cost,cuisine,city_cleaned
Varalakshmi Tiffins - Ashok Nagar,Guntur,4.4,50,150,South Indian,Guntur
Ibaco,Guntur,3.9,100,250,Ice Cream,Guntur
ko ko Biryani Point,Guntur,3.8,50,300,"Indian,Chinese",Guntur
Lassi Mart,Guntur,3.8,50,200,"Beverages,Fast Food",Guntur
Marvadi Bhojnalai,Guntur,4.1,500,200,North Indian,Guntur
The Dessert Heaven - Pure Veg,Guntur,3.9,100,200,"Bakery,Desserts",Guntur
Flameingoes,Guntur,3.7,100,350,"South Indian,North Indian",Guntur
Sri Anjaneya Biryani Point,Guntur,2.8,100,150,"Biryani,South Indian",Guntur
New Dwaraka Fruit Juice,Guntur,4.2,100,150,Beverages,Guntur
The Spicy Kitchen,Guntur,3.9,100,200,"Chinese,Biryani",Guntur
Shawarma House,Guntur,3.4,50,350,"Lebanese,Fast Food",Guntur
The Hangout,Guntur,3.1,100,200,"Pizzas,Beverages",Guntur
Bismillah -House of Biryanis & Kebabs,Guntur,3.8,100,350,"Biryani,Lebanese",Guntur
Naga Sai Tasty Foods,Guntur,3.7,100,150,South Indian,Guntur
MEGHANA FAST FOOD CENTRE,Guntur,3.3,50,400,"Biryani,Indian",Guntur
Sri Anjaneya Restaurant,Guntur,3.5,50,350,"Chinese,Biryani",Guntur
Gismat Arabic Restaurant,Guntur,3.4,50,400,"Arabian,Lebanese",Guntur
Saffron Multicuisine Restaurant,Guntur,3.8,500,200,"South Indian,North Indian",Guntur
Magic Ice-Cream By Sweet Magic,Guntur,3.4,50,150,"Beverages,Desserts",Guntur
Tomatoes,Guntur,4.0,100,350,"South Indian,North Indian",Guntur
Siri Biryanis,Guntur,3.5,50,150,"Biryani,South Indian",Guntur
Pizza Hub,Guntur,3.3,100,200,"Pizzas,Snacks",Guntur
Lassi Shop,Guntur,3.8,100,150,Beverages,Guntur
Friends Fast Food center,Guntur,3.6,50,150,"Chinese,Fast Food",Guntur
Absolute Momo Cafe,Guntur,3.6,100,250,"Chinese,Fast Food",Guntur
HELLO IDLY,Guntur,4.2,50,100,South Indian,Guntur
Eswari Vilas,Guntur,3.9,500,100,"South Indian,Andhra",Guntur
Teas N Trees,Guntur,4.0,100,300,"Beverages,South Indian",Guntur
Five Star Chicken,Guntur,4.0,100,150,"American,Fast Food",Guntur
7th Heaven,Guntur,3.7,100,300,"Desserts,Bakery",Guntur
Ice Park,Guntur,3.3,100,200,Desserts,Guntur
Tacos land,Guntur,3.1,50,200,"Chinese,Continental",Guntur
Biryani World,Guntur,3.7,100,250,"Biryani,Chinese",Guntur
Siri Lavanya Food Court,Guntur,4.1,50,250,"North Indian,Chinese",Guntur
NOOR BIRYANI HOUSE,Guntur,4.0,50,250,Biryani,Guntur
UBQ by Barbeque Nation,Guntur,3.3,500,300,"North Indian,Barbecue",Guntur
Sri Teneega Restaurant,Guntur,3.7,100,300,"South Indian,North Indian",Guntur
Sapthagiri Tiffins,Guntur,3.9,100,100,"South Indian,Indian",Guntur
Domino's Pizza,Guntur,4.2,100,400,Pizzas,Guntur
Subway,Guntur,3.8,100,350,"Fast Food,Healthy Food",Guntur
BAKASURA GRILLS & SHAWARMAS,Guntur,3.8,50,300,Indian,Guntur
Barbeque Nation,Guntur,3.2,100,600,"North Indian,Barbecue",Guntur
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",Guntur,4.0,100,250,"Beverages,Desserts",Guntur
Bakers Fun-Vidyanagar,Guntur,3.3,100,250,"Andhra,Biryani",Guntur
Dawat biryani House,Guntur,3.2,50,200,"Biryani,Tandoor",Guntur
The Shawarma Co.,Guntur,3.7,100,150,Fast Food,Guntur
DHATRI FOOD COURT,Guntur,3.7,50,300,"North Indian,Mughlai",Guntur
Sri Daspalla Tiffins,Guntur,4.0,50,300,South Indian,Guntur
Mourya Hotel - Veg,Guntur,4.3,100,200,South Indian,Guntur
Baskin Robbins,Guntur,3.7,50,150,Desserts,Guntur
Kritunga,Guntur,3.5,100,300,"Indian,Biryani",Guntur
Mourya Restaurant,Guntur,3.9,100,300,Biryani,Guntur
Maggie heist,Guntur,4.0,100,350,Continental,Guntur
Sri Anjaneya Family Restaurant,Guntur,2.8,100,300,Indian,Guntur
Dessert House,Guntur,3.7,50,300,"Ice Cream,Beverages",Guntur
CHIKCORN,Guntur,3.5,100,200,Snacks,Guntur
Raj Noodles,Guntur,3.1,50,150,Fast Food,Guntur
SSS TIFFIN CENTER,Guntur,4.3,100,150,South Indian,Guntur
GUNTUR IDLY,Guntur,4.1,50,200,South Indian,Guntur
Chilles Dhaba,Guntur,4.1,50,200,"Biryani,Indian",Guntur
The Vintage Kitchen-The Capital Hotel,Guntur,3.8,100,500,"South Indian,North Indian",Guntur
FUD DA PUNNJAB,Guntur,4.1,100,100,"Chaat,Punjabi",Guntur
Makers of Milkshake,Guntur,4.1,100,300,Beverages,Guntur
Bismillah Star Dum Biryani Point,Guntur,2.2,100,150,Biryani,Guntur
Tawabul Biryani & Haleem,Guntur,3.4,100,150,Haleem,Guntur
New Madras Bilal HoteL,Guntur,3.9,50,300,"Kebabs,Biryani",Guntur
Padmavthi food court,Guntur,3.8,100,150,"Fast Food,North Indian",Guntur
BOB,Guntur,4.1,100,300,"Italian,American",Guntur
Cravers,Guntur,3.9,50,200,"Biryani,Chinese",Guntur
Pizza Express,Guntur,3.2,50,200,Pizzas,Guntur
Ice N Spice Shawarma,Guntur,2.6,50,300,"North Indian,Lebanese",Guntur
Drive O Polis - The Food Factory,Guntur,3.7,100,350,"Asian,Biryani",Guntur
Hotel Subani,Guntur,4.0,1000,250,"Biryani,Beverages",Guntur
Chennai chicken chettinad biryani,Guntur,2.7,50,200,Biryani,Guntur
Pubg Chicken hut,Guntur,3.4,100,150,Fast Food,Guntur
Inner Square Family Restaurant,Guntur,3.7,100,250,"Indian,Chinese",Guntur
Spicy One Biryani Point A/C,Guntur,3.7,100,250,"Biryani,Chinese",Guntur
K7 Restaurant,Gurdaspur,3.6,100,250,"North Indian,Chinese",Gurdaspur
Chill N Grill,Gurdaspur,3.9,50,100,North Indian,Gurdaspur
Kuku Da Dhaba,Gurdaspur,4.0,50,220,"Chinese,North Indian",Gurdaspur
Hungry Tummy Restaurant,Gurdaspur,3.4,100,200,"Chinese,Italian",Gurdaspur
JMD Tiffin Service,"Greenfields_FBD,Gurgaon",4.3,50,150,"Indian,Snacks",Gurgaon
Wow! Momo,"Greenfields_FBD,Gurgaon",3.8,100,300,"Tibetan,Healthy Food",Gurgaon
Kwality Walls Frozen Dessert and Ice Cream Shop,"Greenfields_FBD,Gurgaon",4.2,50,300,Ice Cream,Gurgaon
Burger Singh (Big Punjabi Burgers),"Greenfields_FBD,Gurgaon",3.9,100,300,"American,Fast Food",Gurgaon
Chilli Flame,"Greenfields_FBD,Gurgaon",3.8,100,250,"Chinese,Continental",Gurgaon
Mom's Magic,"Greenfields_FBD,Gurgaon",3.9,50,200,North Indian,Gurgaon
THE MAGICAL GRILL,"Greenfields_FBD,Gurgaon",3.8,100,250,"North Indian,Chinese",Gurgaon
Bps Kitchen,"Greenfields_FBD,Gurgaon",3.6,100,200,"Chinese,Barbecue",Gurgaon
KFC,"Greenfields_FBD,Gurgaon",4.2,500,450,"American,Snacks",Gurgaon
The World Pizza Hub,"Greenfields_FBD,Gurgaon",3.4,50,250,Pizzas,Gurgaon
Daily Dose,"Greenfields_FBD,Gurgaon",3.9,50,200,"Italian,Fast Food",Gurgaon
House of Chow,"Greenfields_FBD,Gurgaon",3.8,100,350,"Asian,Chinese",Gurgaon
Chawla Dillivala,"Greenfields_FBD,Gurgaon",3.4,100,250,"Chinese,North Indian",Gurgaon
Sanjha Chulha,"Greenfields_FBD,Gurgaon",3.9,50,500,North Indian,Gurgaon
Dolla.in,"Greenfields_FBD,Gurgaon",4.2,50,200,"Desserts,Beverages",Gurgaon
THE BIRYANI EXCHANGE,"Greenfields_FBD,Gurgaon",3.7,100,400,"Biryani,Desserts",Gurgaon
Subway,"Greenfields_FBD,Gurgaon",4.0,100,400,"Fast Food,Healthy Food",Gurgaon
Hyderabadi Muradabadi Chicken Biryani Corner,"Greenfields_FBD,Gurgaon",2.2,50,200,"Biryani,Kebabs",Gurgaon
Masala Chaska,"Greenfields_FBD,Gurgaon",3.6,50,250,"North Indian,Chinese",Gurgaon
Bakingo,"Greenfields_FBD,Gurgaon",4.2,100,300,"Bakery,Desserts",Gurgaon
Pinkom's Bar-Be-Que,"Greenfields_FBD,Gurgaon",4.0,100,300,"Mughlai,North Indian",Gurgaon
Brown Munde Kitchen,"Greenfields_FBD,Gurgaon",3.8,50,300,"North Indian,Chinese",Gurgaon
Bercos - If you love chinese,"Greenfields_FBD,Gurgaon",4.1,100,500,"Chinese,Thai",Gurgaon
Anupama Sweets and Restaurant,"Greenfields_FBD,Gurgaon",3.6,500,250,"North Indian,Chinese",Gurgaon
Yo! China,"Greenfields_FBD,Gurgaon",3.8,100,400,Chinese,Gurgaon
UBQ by Barbeque Nation,"Greenfields_FBD,Gurgaon",3.7,100,300,"North Indian,Barbecue",Gurgaon
Giani's,"Greenfields_FBD,Gurgaon",4.0,50,300,"Ice Cream,Beverages",Gurgaon
Kurries Aap ki Khatir,"Greenfields_FBD,Gurgaon",3.1,100,200,North Indian,Gurgaon
Barbeque Nation,"Greenfields_FBD,Gurgaon",3.5,50,600,"North Indian,Barbecue",Gurgaon
McDonald's,"Greenfields_FBD,Gurgaon",4.1,500,400,American,Gurgaon
Burger King,"Greenfields_FBD,Gurgaon",4.1,1000,350,American,Gurgaon
Murliwala Aggarwal Sweets,"Greenfields_FBD,Gurgaon",3.9,100,200,"Sweets,Snacks",Gurgaon
Ghar ka Khaana,"Greenfields_FBD,Gurgaon",4.1,100,250,Indian,Gurgaon
Pizza Hut,"Greenfields_FBD,Gurgaon",3.4,100,350,"Fast Food,Pizzas",Gurgaon
Rolls King,"Greenfields_FBD,Gurgaon",3.7,100,300,Indian,Gurgaon
Jai Jagannath Restaurant,"Greenfields_FBD,Gurgaon",3.6,100,150,"South Indian,Chinese",Gurgaon
Sabki Rasoi,"Greenfields_FBD,Gurgaon",3.7,50,250,North Indian,Gurgaon
LunchBox - Meals and Thalis,"Greenfields_FBD,Gurgaon",3.9,50,200,"North Indian,Punjabi",Gurgaon
Chicago pizza,"Greenfields_FBD,Gurgaon",4.0,100,350,"Pizzas,Italian",Gurgaon
NIC Natural Ice Creams,"Greenfields_FBD,Gurgaon",4.6,100,120,"Ice Cream,Desserts",Gurgaon
Mr.Bohra's Bakers & Snakes Hub,"Greenfields_FBD,Gurgaon",3.3,100,250,"Desserts,Snacks",Gurgaon
Kashyap chole kulche,"Greenfields_FBD,Gurgaon",4.0,100,100,North Indian,Gurgaon
Faasos - Wraps & Rolls,"Greenfields_FBD,Gurgaon",3.6,100,200,"Fast Food,Snacks",Gurgaon
Behrouz Biryani,"Greenfields_FBD,Gurgaon",3.9,100,500,"Biryani,Mughlai",Gurgaon
Hungry Tummy,"Greenfields_FBD,Gurgaon",3.9,50,300,"Snacks,Beverages",Gurgaon
SGF   Spice Grill Flame,"Greenfields_FBD,Gurgaon",3.5,50,250,"Indian,Chinese",Gurgaon
INDRA SOUTH INDIAN FOOD,"Greenfields_FBD,Gurgaon",3.8,50,200,"South Indian,Chinese",Gurgaon
SAI CHAAP CORNER,"Greenfields_FBD,Gurgaon",4.1,50,250,"Indian,Chinese",Gurgaon
Sardaar Ji De Chole Bhature,"Greenfields_FBD,Gurgaon",4.0,100,150,"North Indian,Punjabi",Gurgaon
Haldiram's,"Greenfields_FBD,Gurgaon",3.8,100,450,"Sweets,Desserts",Gurgaon
Raina Di Hatti,"Greenfields_FBD,Gurgaon",4.1,1000,200,"North Indian,Chinese",Gurgaon
Domino's Pizza,"Sector-14,Gurgaon",4.2,100,400,Pizzas,Gurgaon
Biryani By Kilo,"Sector-14,Gurgaon",4.2,500,700,"Biryani,Mughlai",Gurgaon
New Indian and Chinese Corner,"Sector-14,Gurgaon",3.8,500,300,"North Indian,Chinese",Gurgaon
Bakingo,"Sector-14,Gurgaon",4.2,500,300,"Bakery,Desserts",Gurgaon
Yash Ki Rasoi,"Sector-14,Gurgaon",3.6,100,300,"Indian,Chinese",Gurgaon
Rasoi,"Sector-14,Gurgaon",3.6,500,300,"North Indian,Chinese",Gurgaon
KFC,"Sector-14,Gurgaon",3.9,500,450,"American,Snacks",Gurgaon
Nazim's Kathi Roll,"Sector-14,Gurgaon",4.1,100,300,"Snacks,Mughlai",Gurgaon
Giani's,"Sector-14,Gurgaon",4.1,50,200,"Ice Cream,Desserts",Gurgaon
The Burger Club,"Sector-14,Gurgaon",4.0,1000,200,"American,Beverages",Gurgaon
man singh chole kulche centre,"Sector-14,Gurgaon",4.0,50,200,Snacks,Gurgaon
Chaayos Chai+Snacks=Relax,"Sector-14,Gurgaon",4.3,500,250,"Bakery,Beverages",Gurgaon
Nirula's,"Sector-14,Gurgaon",4.1,100,350,"Pizzas,Pastas",Gurgaon
California Burrito,"Sector-14,Gurgaon",4.4,100,400,"Mexican,American",Gurgaon
Ashok Di Shudh Vaishno Rasoi,"Sector-14,Gurgaon",3.6,50,300,North Indian,Gurgaon
Mad Over Curry,"Sector-14,Gurgaon",3.8,100,300,North Indian,Gurgaon
MOPP - Mad Over Parathas & Pakodas,"Sector-14,Gurgaon",4.0,500,250,"North Indian,Snacks",Gurgaon
Thalaivars Biryani,"Sector-14,Gurgaon",4.3,500,400,Biryani,Gurgaon
KRISHNA SWEETS & SNACKS,"Sector-14,Gurgaon",3.5,50,200,"Beverages,Tandoor",Gurgaon
Moolchand Paratha Sector 14,"Sector-14,Gurgaon",4.1,1000,200,North Indian,Gurgaon
Indian & Chinese Corner,"Sector-14,Gurgaon",4.0,100,200,"Indian,Chinese",Gurgaon
Nagpal Chole Bhature (Civil Lines),"Sector-14,Gurgaon",4.1,100,250,North Indian,Gurgaon
Starbucks Coffee,"Sector-14,Gurgaon",4.0,100,400,Beverages,Gurgaon
Tongue Twisters,"Sector-14,Gurgaon",4.0,50,200,"Ice Cream,Desserts",Gurgaon
Rolls Mania,"Sector-14,Gurgaon",3.9,100,200,Beverages,Gurgaon
Rollsking,"Sector-14,Gurgaon",4.0,500,250,"Fast Food,North Indian",Gurgaon
Harish Bakery,"Sector-14,Gurgaon",3.8,1000,350,"North Indian,South Indian",Gurgaon
Pizza Hut,"Sector-14,Gurgaon",3.8,100,350,Pizzas,Gurgaon
Natural Ice Cream,"Sector-14,Gurgaon",4.6,50,150,Ice Cream,Gurgaon
BOX8 - Desi Meals,"Sector-14,Gurgaon",4.1,100,250,"North Indian,Biryani",Gurgaon
Behrouz Biryani,"Sector-14,Gurgaon",4.2,100,500,"Biryani,Mughlai",Gurgaon
Faasos - Wraps & Rolls,"Sector-14,Gurgaon",4.4,100,200,"Fast Food,Snacks",Gurgaon
The Belgian Waffle Co.,"Sector-14,Gurgaon",4.6,100,200,"Desserts,Ice Cream",Gurgaon
Veggie Chulha,"Sector-14,Gurgaon",4.0,100,250,"North Indian,Punjabi",Gurgaon
LunchBox - Meals and Thalis,"Sector-14,Gurgaon",4.0,100,200,"North Indian,Punjabi",Gurgaon
Mad Over Donuts,"Sector-14,Gurgaon",4.0,50,200,"Desserts,Sweets",Gurgaon
Mandarin Oak- The Heavenly Chinese,"Sector-14,Gurgaon",3.9,50,350,"Chinese,Asian",Gurgaon
Subway,"Sector-14,Gurgaon",3.8,100,350,"Fast Food,Salads",Gurgaon
Kaleva,"Sector-14,Gurgaon",4.1,50,300,"Sweets,Street Food",Gurgaon
Oven Story Pizza,"Sector-14,Gurgaon",3.9,100,400,"Pizzas,Italian",Gurgaon
SLAY Coffee,"Sector-14,Gurgaon",4.5,50,200,"Beverages,Desserts",Gurgaon
China Bowl,"Sector-14,Gurgaon",4.0,50,300,"Chinese,Thai",Gurgaon
Sham sweets,"Sector-14,Gurgaon",4.0,100,200,"Sweets,Snacks",Gurgaon
Apni Rasooi,"Sector-14,Gurgaon",3.4,50,350,Chinese,Gurgaon
Mealy - Your Everyday Meal,"Sector-14,Gurgaon",3.9,1000,200,"North Indian,Street Food",Gurgaon
Radha Swami Shudh Vaishno Dhaba,"Sector-14,Gurgaon",3.9,50,250,"North Indian,Punjabi",Gurgaon
haldiram's,"Sector-14,Gurgaon",4.2,100,300,"North Indian,Chaat",Gurgaon
Third Wave Coffee,"Sector-14,Gurgaon",4.3,50,400,"Beverages,Bakery",Gurgaon
Subway,"Sector 15_FBD,Gurgaon",3.7,100,300,"Salads,Snacks",Gurgaon
Ghee and Turmeric,"Sector 15_FBD,Gurgaon",3.8,100,500,"North Indian,Tandoor",Gurgaon
Oven Story Pizza,"Sector 15_FBD,Gurgaon",3.9,100,400,"Pizzas,Italian",Gurgaon
My Pizza Shop,"Sector 15_FBD,Gurgaon",2.2,50,100,"Pizzas,Italian",Gurgaon
